Authors,Title,Year,Source title,DOI,Link,Document Type,Source
"Bush-Mecenas S., Marsh J.A., Montes de Oca D., Hough H.","“Seeing the whole elephant”: Changing mindsets and empowering stakeholders to meaningfully manage accountability and improvement [“Ver o elefante inteiro”: Mudar mentalidades e capacitar os acionistas de forma significativa para a responsabilidade e a melhoria] [“Viendo el elefante entero”: Cambiando las mentalidades y empoderando los accionistas de manera significativa para la rendición de cuentas y la mejoría]",2018,"Education Policy Analysis Archives","10.14507/epaa.26.3440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041591216&doi=10.14507%2fepaa.26.3440&partnerID=40&md5=21a17c8f65a1b2c9b7b1c8b5d994c0cd",Article,Scopus
"Karna N.","Executive dashboard as a tool for knowledge discovery",2018,"Proceedings - 2017 International Conference on Soft Computing, Intelligent System and Information Technology: Building Intelligence Through IOT and Big Data, ICSIIT 2017","10.1109/ICSIIT.2017.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049304316&doi=10.1109%2fICSIIT.2017.10&partnerID=40&md5=e9d4902399c559a165ee2252e8d7c633",Conference Paper,Scopus
"Vázquez-Ingelmo A., García-Peñalvo F.J., Therón R.","Application of Domain Engineering to Generate Customized Information Dashboards",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-91152-6_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050491915&doi=10.1007%2f978-3-319-91152-6_40&partnerID=40&md5=764dd55ab95eee86ce46a905774b8c73",Conference Paper,Scopus
"Schumacher C., Ifenthaler D.","Students' perceptions of privacy in learning analytics [Einstellung Studierender zu Datenschutz in Learning Analytics]",2018,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048084250&partnerID=40&md5=9c6a7a3ad0ba1ecdca4aa029977762dc",Conference Paper,Scopus
"Baylor A.L.","Three research directions for affective learning technologies",2018,"Proceedings of International Conference of the Learning Sciences, ICLS ",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053852093&partnerID=40&md5=f752722081155797b31c18bfb8421fc9",Conference Paper,Scopus
"Whidden C.E., Kayentao K., Liu J.X., Lee S., Keita Y., Diakité D., Keita A., Diarra S., Edwards J., Yembrick A., Holeman I., Samaké S., Plea B., Coumaré M., Johnson A.D.","Improving Community Health Worker performance by using a personalised feedback dashboard for supervision: A randomised controlled trial",2018,"Journal of Global Health","10.7189/jogh.08.020418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055074402&doi=10.7189%2fjogh.08.020418&partnerID=40&md5=a4b2f569c1a6dd6b83b6134b572a3890",Article,Scopus
"Hanauer T., Metzger S.","Stakeholder specific visualization and automated reporting of network scanning results applying vis4sec",2018,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049097304&partnerID=40&md5=9213192452e48db9d80638c7b84b3fad",Conference Paper,Scopus
"Vázquez-Ingelmo A., García-Peñalvo F.J., Therón R.","Generation of customized dashboards through software product line paradigms to analyse university employment and employability data",2018,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053037336&partnerID=40&md5=b2f5f0247f1428ebee5d58d262df48c8",Conference Paper,Scopus
"Bellini P., Cenni D., Marazzini M., Mitolo N., Nesi P., Paolucci M.","Smart city control room dashboards exploiting big data infrastructure",2018,"Proceedings - DMSVIVA 2018: 24th International DMS Conference on Visualization and Visual Languages","10.18293/DMSVIVA2018-020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057159810&doi=10.18293%2fDMSVIVA2018-020&partnerID=40&md5=082763e117ad7727f457b49333134f8e",Conference Paper,Scopus
"Pathirannehelage S., Kumarapeli P., Byford R., Yonova I., Ferreira F., De Lusignan S.","Uptake of a dashboard designed to give realtime feedback to a sentinel network about key data required for influenza vaccine effectiveness studies",2018,"Studies in Health Technology and Informatics","10.3233/978-1-61499-852-5-161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046543093&doi=10.3233%2f978-1-61499-852-5-161&partnerID=40&md5=e4d1c85c90d9c3d55fe2f4c725abcdf3",Conference Paper,Scopus
"Nikolayeva I., Martin B., Yessad A., Chenevotot F., Pilet J., Prévit D., Grugeon-Allys B., Luengo V.","How to Help Teachers Adapt to Learners? Teachers’ Perspective on a Competency and Error-Type Centered Dashboard",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-98572-5_53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053197389&doi=10.1007%2f978-3-319-98572-5_53&partnerID=40&md5=7f013b504bede8c98c4521d86f6ff005",Conference Paper,Scopus
"Matheus R., Janssen M., Maheshwari D.","Data science empowering the public: Data-driven dashboards for transparent and accountable decision-making in smart cities",2018,"Government Information Quarterly","10.1016/j.giq.2018.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044786511&doi=10.1016%2fj.giq.2018.01.006&partnerID=40&md5=69ea19c075506610ccfd9e35f11a12f8",Article in Press,Scopus
"Pastushenko O., Hynek J., Hruška T.","Generation of test samples for construction of dashboard design guidelines: Impact of color on layout balance",2018,"Advances in Intelligent Systems and Computing","10.1007/978-3-319-77712-2_93","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045344841&doi=10.1007%2f978-3-319-77712-2_93&partnerID=40&md5=8106205c1139c32876aa5347fd1fc9f1",Conference Paper,Scopus
"Petasis G., Triantafillou A., Karstens E.","YourDataStories: Transparency and Corruption Fighting Through Data Interlinking and Visual Exploration",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-77547-0_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044441286&doi=10.1007%2f978-3-319-77547-0_8&partnerID=40&md5=5c3097f3e651c3da7cc18d0efd70dc88",Conference Paper,Scopus
"VanLehn K., Burkhardt H., Cheema S., Pead D., Schoenfeld A., Wetzel J.","How can fact encourage collaboration and selfcorrection?",2018,"Deep Comprehension: Multi-Disciplinary Approaches to Understanding, Enhancing, and Measuring Comprehension","10.4324/9781315109503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059388605&doi=10.4324%2f9781315109503&partnerID=40&md5=688737d44db3512aab7ce186e2ce796f",Book Chapter,Scopus
"Teasley S.D.","Learning analytics: where information science and the learning sciences meet",2018,"Information and Learning Science","10.1108/ILS-06-2018-0045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056758885&doi=10.1108%2fILS-06-2018-0045&partnerID=40&md5=84ee4bcc7c9639624025b2f2c7e74c24",Article in Press,Scopus
"Madaleno A.L.F., Neto S.L.S., Dos Santos L.A., De Oliveira C.A.L.","Operational and safety improvements of applying real-time analytics in an drilling contractor RTOC",2018,"Proceedings of the Annual Offshore Technology Conference",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050671317&partnerID=40&md5=86d37fd87d64f972a22901dafea17fe4",Conference Paper,Scopus
"Ferreira L., Putnik G.D., Lopes N., Garcia W., Cruz-Cunha M.M., Castro H., Varela M.L.R., Moura J.M., Shah V., Alves C., Putnik Z.","Disruptive data visualization towards zero-defects diagnostics",2018,"Procedia CIRP","10.1016/j.procir.2017.12.270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044636918&doi=10.1016%2fj.procir.2017.12.270&partnerID=40&md5=0c0bec8c2beaceffc15bcb9b9557cf84",Conference Paper,Scopus
"Saravanan P., Devaraju A.","Improving mechanical properties of palm sheath composites using sodium hydroxide [naoh] treatment",2018,"Materials Today: Proceedings","10.1016/j.matpr.2018.03.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049593785&doi=10.1016%2fj.matpr.2018.03.019&partnerID=40&md5=5454ed24c512382f25744e6aebbe4b18",Conference Paper,Scopus
"Le C.V., Pardos Z.A., Meyer S.D., Thorp R.","Communication at scale in a MOOC using predictive engagement analytics",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-93843-1_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049379391&doi=10.1007%2f978-3-319-93843-1_18&partnerID=40&md5=293dea39062d0a6479476175ee620047",Conference Paper,Scopus
"Hamdani D., Wahyu A.P., Sanihardjo R.","Design model of digital dashboard human resources information system based on competence (Case Study at PT. Daya Adicipta Mustika)",2018,"International Journal of Engineering and Technology(UAE)","10.14419/ijet.v7i4.33.23566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059242152&doi=10.14419%2fijet.v7i4.33.23566&partnerID=40&md5=0c41def6db00f0480d7927f55ee2ea04",Article,Scopus
"Mottus A., Kinshuk, Chen N.-S., Graf S., Alturki U., Aldraiweesh A.","Teacher facilitation support in ubiquitous learning environments",2018,"Technology, Pedagogy and Education","10.1080/1475939X.2018.1544587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058155057&doi=10.1080%2f1475939X.2018.1544587&partnerID=40&md5=b997bbb5f35ee4b2bfeefceec5026dea",Article in Press,Scopus
"Cassassoles O., Dembele M., Glowacz A., Supiot J., Courandier J.M.","Setting up an operational global risk dashboard for upstream operating entities?",2018,"Society of Petroleum Engineers - SPE International Conference and Exhibition on Health, Safety, Security, Environment, and Social Responsibility 2018",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048087263&partnerID=40&md5=2b2446ab82959483da3d70277102458f",Conference Paper,Scopus
"Gaikwad V., Joeg P., Joshi S.","AgileRE: Agile Requirements Management Tool",2018,"Advances in Intelligent Systems and Computing","10.1007/978-3-319-67618-0_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029586345&doi=10.1007%2f978-3-319-67618-0_22&partnerID=40&md5=3b84e59ac546bbb9802b2cfe7304ef86",Conference Paper,Scopus
"Damon F., Coetzee M.","The design of an identity and access management assurance dashboard model",2018,"Lecture Notes in Business Information Processing","10.1007/978-3-319-99040-8_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053884962&doi=10.1007%2f978-3-319-99040-8_10&partnerID=40&md5=032358628c3ef78c48a351c7c93c5647",Conference Paper,Scopus
"Boonchaiyutasak J., Saengpoo A., Klunngien C.","Enhance SSHE safety, security, health and environment performance statistics dashboard application",2018,"Offshore Technology Conference Asia 2018, OTCA 2018",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051643336&partnerID=40&md5=c0c62db9ea8af001e9d93d0250a95131",Conference Paper,Scopus
"Tomy S., Pardede E.","Course map: A career-driven course planning tool",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-95165-2_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049957159&doi=10.1007%2f978-3-319-95165-2_13&partnerID=40&md5=47c0a6c4bf87079def04eee85a8f6ce7",Conference Paper,Scopus
"Zeraatkar K., Ahmadi M., Sahraian M.A.","Dashboard of multiple sclerosis surveillance registry: Developing its key performance indicators",2018,"Acta Medica Mediterranea","10.19193/0393-6384_2018_5_200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053771141&doi=10.19193%2f0393-6384_2018_5_200&partnerID=40&md5=4bda08a3c0c465ff397fb8b5fab48569",Article,Scopus
"Chang S.Y., Liu S.-F., Lin M.-C., Wang M.-H.","A Study on the Interface of Dashboard Camera Designed for the Elderly",2018,"Advances in Intelligent Systems and Computing","10.1007/978-3-319-60366-7_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041137985&doi=10.1007%2f978-3-319-60366-7_28&partnerID=40&md5=57605adf5a5a7015935311111ffefc4b",Conference Paper,Scopus
"O’Neill T., Larson N., Smith J., Donia M., Deng C., Rosehart W., Brennan R.","Introducing a scalable peer feedback system for learning teams",2018,"Assessment and Evaluation in Higher Education","10.1080/02602938.2018.1526256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057227964&doi=10.1080%2f02602938.2018.1526256&partnerID=40&md5=752d6351ead01b9fcfdac583720eec09",Article in Press,Scopus
"Zikos D., Delellis N.","An Exemplar Dashboard for the Assessment of Home Health Comorbidities",2018,"Studies in Health Technology and Informatics","10.3233/978-1-61499-880-8-101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049585566&doi=10.3233%2f978-1-61499-880-8-101&partnerID=40&md5=aa72ff0049612064f9efe1ba01801a68",Article,Scopus
"Ramos-Soto A., Janeiro J., Alonso J.M., Bugarin A., Berea-Cabaleiro D.","Using fuzzy sets in a data-to-text system for business service intelligence",2018,"Advances in Intelligent Systems and Computing","10.1007/978-3-319-66827-7_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029432916&doi=10.1007%2f978-3-319-66827-7_20&partnerID=40&md5=f8dde22f7943fbd273fe0834fc71ccb4",Conference Paper,Scopus
"López L., Martínez-Fernández S., Gómez C., Choraś M., Kozik R., Guzmán L., Vollmer A.M., Franch X., Jedlitschka A.","Q-rapids tool prototype: Supporting decision-makers in managing quality in rapid software development",2018,"Lecture Notes in Business Information Processing","10.1007/978-3-319-92901-9_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048620011&doi=10.1007%2f978-3-319-92901-9_17&partnerID=40&md5=aa3f49415e4eaebbbd18d06751e4cb61",Conference Paper,Scopus
"Mooney K., Whisenant M.S., Beck S.L.","Symptom Care at Home: A Comprehensive and Pragmatic Pro System Approach to Improve Cancer Symptom Care",2018,"Medical Care","10.1097/MLR.0000000000001037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058808804&doi=10.1097%2fMLR.0000000000001037&partnerID=40&md5=b09720e20b492abd4613dc2353b062a8",Article in Press,Scopus
"Liao W.C., Wang Y.C., Ku C.S., Wu P.Y., Lin H.Y., Chang R.I.","Developing a big data platform for intelligent management of offshore wind farm in Taiwan [臺 灣 離 岸 風 場 巨量 資 料 平 台 開 發與 智 慧 化 管 理]",2018,"Journal of Taiwan Society of Naval Architects and Marine Engineers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059937757&partnerID=40&md5=25471b8fe3c42ae342ac2c87c8985d59",Article,Scopus
"Ratajczak J., Schimanski C.P., Marcher C., Riedl M., Matt D.T.","Collaborative tool for the construction site to enhance lean project delivery",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-030-00560-3_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057262277&doi=10.1007%2f978-3-030-00560-3_26&partnerID=40&md5=0dd6dceab446d76a268288147ab99e47",Conference Paper,Scopus
"Twongyirwe T.M., Lubega J.","Exploratory study on the adoption of knowledge management practices in small medium enterprises in resource constrained areas: A case study of the dairy industry in Uganda",2018,"IC3K 2018 - Proceedings of the 10th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059050816&partnerID=40&md5=69c52fbc7a0bc5039d5029a4a4ab5058",Conference Paper,Scopus
"Veillard J., Cowling K., Bitton A., Ratcliffe H., Kimball M., Barkley S., Mercereau L., Wong E., Taylor C., Hirschhorn L.R., Wang H.","Better Measurement for Performance Improvement in Low- and Middle-Income Countries: The Primary Health Care Performance Initiative (PHCPI) Experience of Conceptual Framework Development and Indicator Selection",2017,"Milbank Quarterly","10.1111/1468-0009.12301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037989376&doi=10.1111%2f1468-0009.12301&partnerID=40&md5=668732073bcc960140e1dc3c1965cd27",Article,Scopus
"Preece A., Webberley W., Braines D., Zaroukian E.G., Bakdash J.Z.","Sherlock: Experimental Evaluation of a Conversational Agent for Mobile Information Tasks",2017,"IEEE Transactions on Human-Machine Systems","10.1109/THMS.2017.2700625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023751834&doi=10.1109%2fTHMS.2017.2700625&partnerID=40&md5=b8fabe5d20438d619c827e98b7d97e7f",Article,Scopus
